park_name,scientific_name,category,common_names,conservation_status,observations
Great Smoky Mountains,Aster eatonii,Vascular Plant,Eaton's Aster,Least concern,58
Great Smoky Mountains,Aster foliaceus var. parryi,Vascular Plant,Parry's Aster,Least concern,106
Great Smoky Mountains,Aster integrifolius,Vascular Plant,Thickstem Aster,Least concern,73
Great Smoky Mountains,Aster occidentalis var. occidentalis,Vascular Plant,Western Aster,Least concern,98
Great Smoky Mountains,Aster occidentalis var. yosemitanus,Vascular Plant,Yosemite Aster,Least concern,71
Great Smoky Mountains,Aster patens var. patens,Vascular Plant,Late Purple Aster,Least concern,86
Great Smoky Mountains,Aster retroflexus,Vascular Plant,Curtis Aster,Least concern,100
Great Smoky Mountains,Aster tataricus,Vascular Plant,Tartar Aster,Least concern,37
Great Smoky Mountains,Astilbe biternata,Vascular Plant,False Goat's Beard,Least concern,101
Great Smoky Mountains,Astomum muehlenbergianum,Nonvascular Plant,Muehlenberg's Astomum Moss,Least concern,115
Great Smoky Mountains,Astragalus agrestis,Vascular Plant,Cock's-Head,Least concern,74
Great Smoky Mountains,Astragalus alpinus,Vascular Plant,Alpine Milkvetch,Least concern,82
Great Smoky Mountains,Astragalus americanus,Vascular Plant,American Milkvetch,Least concern,89
Great Smoky Mountains,Astragalus australis var. glabriusculus,Vascular Plant,Aboriginal Milkvetch,Least concern,68
Great Smoky Mountains,Astragalus bolanderi,Vascular Plant,Bolander's Milkvetch,Least concern,75
Great Smoky Mountains,Astragalus canadensis,Vascular Plant,Milk Vetch,Least concern,98
Great Smoky Mountains,Astragalus canadensis var. brevidens,Vascular Plant,Shorttooth Canadian Milkvetch,Least concern,90
Great Smoky Mountains,Astragalus cibarius,Vascular Plant,Browse Milkvetch,Least concern,94
Great Smoky Mountains,Astragalus cicer,Vascular Plant,Chickpea Milkvetch,Least concern,87
Great Smoky Mountains,Astragalus congdonii,Vascular Plant,Congdon's Milkvetch,Least concern,89
Great Smoky Mountains,Astragalus crassicarpus var. paysonii,Vascular Plant,Groundplum Milkvetch,Least concern,45
Great Smoky Mountains,Astragalus drummondii,Vascular Plant,Drummond Milkvetch,Least concern,79
Great Smoky Mountains,Astragalus gilviflorus var. gilviflorus,Vascular Plant,Plains Milkvetch,Least concern,42
Great Smoky Mountains,Astragalus inflexus,Vascular Plant,Bent Milkvetch,Least concern,83
Great Smoky Mountains,Astragalus kentrophyta var. danaus,Vascular Plant,Spiny Milkvetch,Least concern,65
Great Smoky Mountains,Astragalus kentrophyta var. tegetarius,Vascular Plant,Mat Milkvetch,Least concern,57
Great Smoky Mountains,Astragalus laxmannii var. robustior,Vascular Plant,Prairie Milkvetch,Least concern,63
Great Smoky Mountains,Astragalus lentiginosus var. ineptus,Vascular Plant,Freckled Milkvetch,Least concern,42
Great Smoky Mountains,Astragalus lotiflorus,Vascular Plant,Lotus Milkvetch,Least concern,83
Great Smoky Mountains,Astragalus miser var. hylophilus,Vascular Plant,Woody Milkvetch,Least concern,76
Great Smoky Mountains,Astragalus miser var. praeteritus,Vascular Plant,Yellowstone Milkvetch,Least concern,78
Great Smoky Mountains,Astragalus missouriensis,Vascular Plant,Missouri Milkvetch,Least concern,82
Great Smoky Mountains,Astragalus purshii var. lectulus,Vascular Plant,Sierran Milkvetch,Least concern,44
Great Smoky Mountains,Astragalus purshii var. purshii,Vascular Plant,Pursh's Milkvetch,Least concern,95
Great Smoky Mountains,Astragalus vexilliflexus var. vexilliflexus,Vascular Plant,Bentflower Milkvetch,Least concern,53
Great Smoky Mountains,Astragalus whitneyi var. whitneyi,Vascular Plant,Balloonpod Milkvetch,Least concern,61
Great Smoky Mountains,Athene cunicularia,Bird,Burrowing Owl,Least concern,93
Great Smoky Mountains,Athyrium alpestre var. americanum,Vascular Plant,Alpine Ladyfern,Least concern,33
Great Smoky Mountains,Athyrium filix-femina,Vascular Plant,Common Ladyfern,Least concern,69
Great Smoky Mountains,Athyrium filix-femina ssp. asplenioides,Vascular Plant,Southern Lady Fern,Least concern,73
Great Smoky Mountains,Athyrium filix-femina var. cyclosorum,Vascular Plant,Subarctic Ladyfern,Least concern,47
Great Smoky Mountains,Athysanus pusillus,Vascular Plant,Common Sandweed,Least concern,44
Great Smoky Mountains,Atrichum altecristatum,Nonvascular Plant,Atrichum Moss,Least concern,88
Great Smoky Mountains,Atrichum angustatum,Nonvascular Plant,Atrichum Moss,Least concern,49
Great Smoky Mountains,Atrichum crispum,Nonvascular Plant,Atrichum Moss,Least concern,84
Great Smoky Mountains,Atrichum oerstedianum,Nonvascular Plant,Oersted's Atrichum Moss,Least concern,74
Great Smoky Mountains,Atrichum undulatum,Nonvascular Plant,Undulate Atrichum Moss,Least concern,103
Great Smoky Mountains,Atriplex argentea,Vascular Plant,Silverscale,Least concern,80
Great Smoky Mountains,Atriplex canescens var. canescens,Vascular Plant,Fourwing Saltbush,Least concern,69
Great Smoky Mountains,Atriplex hortensis,Vascular Plant,Armuelle Mole,Least concern,93
Great Smoky Mountains,Atriplex patula,Vascular Plant,Halberd-Leaf Orache,Least concern,96
Great Smoky Mountains,Atriplex rosea,Vascular Plant,Redscale Saltbush,Least concern,57
Great Smoky Mountains,Atriplex subspicata,Vascular Plant,Halberdleaf Orach,Least concern,69
Great Smoky Mountains,Aulacomnium heterostichum,Nonvascular Plant,Aulacomnium Moss,Least concern,72
Great Smoky Mountains,Aulacomnium palustre,Nonvascular Plant,Aulacomnium Moss,Least concern,61
Great Smoky Mountains,Aureolaria flava,Vascular Plant,Yellow False-Foxglove,Least concern,59
Great Smoky Mountains,Aureolaria laevigata,Vascular Plant,Downy Yellow Foxglove,Least concern,95
Great Smoky Mountains,Aureolaria pectinata,Vascular Plant,Comb-Leaf Oakleach,Least concern,72
Great Smoky Mountains,Aureolaria pedicularia,Vascular Plant,Fernleaf Yellow False Foxglove,Least concern,86
Great Smoky Mountains,Aureolaria virginica,Vascular Plant,Downy False-Foxglove,Least concern,52
Great Smoky Mountains,Avena barbata,Vascular Plant,Slender Oat,Least concern,61
Great Smoky Mountains,Avena fatua,Vascular Plant,Flaxgrass,Least concern,67
Great Smoky Mountains,Avena sativa,Vascular Plant,Cultivated Oat,Least concern,171
Great Smoky Mountains,Aythya affinis,Bird,Lesser Scaup,Species of Concern,115
Great Smoky Mountains,Aythya americana,Bird,Redhead,Least concern,115
Great Smoky Mountains,Aythya collaris,Bird,Ring-Necked Duck,Least concern,103
Great Smoky Mountains,Aythya marila,Bird,Greater Scaup,Least concern,101
Great Smoky Mountains,Aythya valisineria,Bird,Canvasback,Least concern,84
Great Smoky Mountains,Baccharis pilularis,Vascular Plant,Coyotebrush,Least concern,86
Great Smoky Mountains,Baeolophus bicolor,Bird,Tufted Titmouse,Least concern,86
Great Smoky Mountains,Baeolophus inornatus,Bird,Oak Titmouse,Least concern,100
Great Smoky Mountains,Balsamorhiza deltoidea,Vascular Plant,Deltoid Balsamroot,Least concern,51
Great Smoky Mountains,Balsamorhiza macrolepis,Vascular Plant,California Balsamroot,Least concern,88
Great Smoky Mountains,Balsamorhiza sagittata,Vascular Plant,Arrowleaf Balsamroot,Least concern,96
Great Smoky Mountains,Baptisia tinctoria,Vascular Plant,Wild Indigo,Least concern,52
Great Smoky Mountains,Barbarea orthoceras,Vascular Plant,American Yellowrocket,Least concern,89
Great Smoky Mountains,Barbarea verna,Vascular Plant,Early Watercress,Least concern,91
Great Smoky Mountains,Barbarea vulgaris,Vascular Plant,Wintercress,Least concern,150
Great Smoky Mountains,Barbilophozia attenuata,Nonvascular Plant,Attenuate Barbilophozia,Least concern,70
Great Smoky Mountains,Barbula convoluta,Nonvascular Plant,Convoluted Barbula Moss,Least concern,67
Great Smoky Mountains,Barbula unguiculata,Nonvascular Plant,Barbula Moss,Least concern,58
Great Smoky Mountains,Bartonia paniculata,Vascular Plant,Twining Screwstem,Least concern,60
Great Smoky Mountains,Bartonia paniculata ssp. paniculata,Vascular Plant,Twining Screwstem,Least concern,92
Great Smoky Mountains,Bartonia virginica,Vascular Plant,Bartonia,Least concern,80
Great Smoky Mountains,Bartramia longicauda,Bird,Upland Sandpiper,Species of Concern,78
Great Smoky Mountains,Bartramia pomiformis,Nonvascular Plant,Bartramia Moss,Least concern,104
Great Smoky Mountains,Bassariscus astutus,Mammal,Ringtail,Species of Concern,76
Great Smoky Mountains,Bassia hyssopifolia,Vascular Plant,Fivehook Bassia,Least concern,76
Great Smoky Mountains,Batrachoseps diabolicus,Amphibian,Hell Hollow Slender Salamander,Least concern,86
Great Smoky Mountains,Batrachoseps gregarius,Amphibian,Gregarius Slender Salamander,Least concern,39
Great Smoky Mountains,Bazzania denudata,Nonvascular Plant,Bazzania,Least concern,79
Great Smoky Mountains,Bazzania nudicaulis,Nonvascular Plant,Bazzania,Species of Concern,108
Great Smoky Mountains,Bazzania tricrenata,Nonvascular Plant,Bazzania,Least concern,70
Great Smoky Mountains,Bazzania trilobata,Nonvascular Plant,Threelobed Bazzania,Least concern,84
Great Smoky Mountains,Beckmannia syzigachne,Vascular Plant,American Sloughgrass,Least concern,92
Great Smoky Mountains,Belamcanda chinensis,Vascular Plant,Blackberry Lily,Least concern,76
Great Smoky Mountains,Berberis canadensis,Vascular Plant,American Barberry,Least concern,74
Great Smoky Mountains,Berberis thunbergii,Vascular Plant,Japanese Barberry,Least concern,52
Great Smoky Mountains,Berberis vulgaris,Vascular Plant,Common Barberry,Least concern,83
Great Smoky Mountains,Berteroa incana,Vascular Plant,Hoary Alyssum,Least concern,83
Great Smoky Mountains,Besseya wyomingensis,Vascular Plant,Wyoming Besseya,Least concern,93
Great Smoky Mountains,Betula alleghaniensis var. alleghaniensis,Vascular Plant,Yellow Birch,Least concern,74
Great Smoky Mountains,Betula glandulosa,Vascular Plant,Resin Birch,Least concern,66
Great Smoky Mountains,Betula lenta,Vascular Plant,Black,Least concern,92
Great Smoky Mountains,Betula nigra,Vascular Plant,River Birch,Least concern,42
Great Smoky Mountains,Betula occidentalis,Vascular Plant,Water Birch,Least concern,85
Great Smoky Mountains,Betula papyrifera var. cordifolia,Vascular Plant,Mountain Paper Birch,Least concern,39
Great Smoky Mountains,Betula pendula,Vascular Plant,European Weeping Birch,Least concern,70
Great Smoky Mountains,Bidens aristosa,Vascular Plant,Stick-Tight,Least concern,57
Great Smoky Mountains,Bidens bipinnata,Vascular Plant,Spanish-Needles,Least concern,121
Great Smoky Mountains,Bidens cernua,Vascular Plant,Nodding Beggar-Ticks,Least concern,129
Great Smoky Mountains,Bidens frondosa,Vascular Plant,Begger Ticks,Least concern,70
Great Smoky Mountains,Bidens tripartita,Vascular Plant,Stick-Tight,Least concern,176
Great Smoky Mountains,Bidens vulgata,Vascular Plant,Big Devils Beggartick,Least concern,50
Great Smoky Mountains,Bignonia capreolata,Vascular Plant,Crossvine,Least concern,70
Great Smoky Mountains,Bison bison,Mammal,Bison,Least concern,117
Great Smoky Mountains,Blarina brevicauda,Mammal,Northern Short Tailed Shrew,Least concern,86
Great Smoky Mountains,Blasia pusilla,Nonvascular Plant,Blasia,Least concern,110
Great Smoky Mountains,Blepharostoma trichophyllum,Nonvascular Plant,Blepharostoma,Least concern,93
Great Smoky Mountains,Blephilia hirsuta,Vascular Plant,Hairy Woodmint,Least concern,77
Great Smoky Mountains,Blindia acuta,Nonvascular Plant,Acute Blindia Moss,Least concern,86
Great Smoky Mountains,Boechera lemmonii,Vascular Plant,Lemmon's Rockcress,Least concern,51
Great Smoky Mountains,Boehmeria cylindrica,Vascular Plant,Button-Hemp,Least concern,125
Great Smoky Mountains,Bolandra californica,Vascular Plant,Sierra False Coolwort,Least concern,87
Great Smoky Mountains,Bombycilla cedrorum,Bird,Cedar Waxwing,Least concern,79
Great Smoky Mountains,Bombycilla garrulus,Bird,Bohemian Waxwing,Least concern,62
Great Smoky Mountains,Bonasa umbellus,Bird,Ruffed Grouse,Least concern,80
Great Smoky Mountains,Bos bison,Mammal,American Bison,Least concern,77
Great Smoky Mountains,Bos taurus,Mammal,Aurochs,Least concern,56
Great Smoky Mountains,Botaurus lentiginosus,Bird,American Bittern,Species of Concern,94
Great Smoky Mountains,Botrychium ascendens,Vascular Plant,Trianglelobe Moonwort,Species of Concern,30
Great Smoky Mountains,Botrychium biternatum,Vascular Plant,Southern Grape Fern,Least concern,50
Great Smoky Mountains,Botrychium dissectum,Vascular Plant,Cutleaf Grape-Fern,Least concern,144
Great Smoky Mountains,Botrychium jenmanii,Vascular Plant,Dixie Grapefern,Least concern,66
Great Smoky Mountains,Botrychium lanceolatum,Vascular Plant,Lanceleaf Grapefern,Least concern,90
Great Smoky Mountains,Botrychium lanceolatum var. angustisegmentum,Vascular Plant,Lanceleaf Grapefern,Least concern,23
Great Smoky Mountains,Botrychium matricariifolium,Vascular Plant,Daisy-Leaf Moonwort,Least concern,60
Great Smoky Mountains,Botrychium minganense,Vascular Plant,Mingan Island Grapefern,Least concern,82
Great Smoky Mountains,Botrychium multifidum,Vascular Plant,Broadleaf Grapefern,Least concern,71
Great Smoky Mountains,Botrychium oneidense,Vascular Plant,Blunt-Lobed Grape Fern,Least concern,64
Great Smoky Mountains,Botrychium simplex,Vascular Plant,Least Moonwort,Least concern,151
Great Smoky Mountains,Botrychium virginianum,Vascular Plant,Rattlesnake Fern,Least concern,143
Great Smoky Mountains,Bouteloua gracilis,Vascular Plant,Blue Grama,Least concern,92
Great Smoky Mountains,Boykinia aconitifolia,Vascular Plant,Brook Saxifrage,Least concern,77
Great Smoky Mountains,Boykinia major,Vascular Plant,Large Boykinia,Least concern,78
Great Smoky Mountains,Brachydontium trichodes,Nonvascular Plant,Peak Moss,Least concern,59
Great Smoky Mountains,Brachyelytrum erectum,Vascular Plant,Bearded Short-Husk,Least concern,86
Great Smoky Mountains,Brachyelytrum septentrionale,Vascular Plant,Northern Shorthusk,Least concern,91
Great Smoky Mountains,Brachythecium acuminatum,Nonvascular Plant,Acuminate Brachythecium Moss,Least concern,93
Great Smoky Mountains,Brachythecium digastrum,Nonvascular Plant,Brachythecium Moss,Least concern,88
Great Smoky Mountains,Brachythecium oedipodium,Nonvascular Plant,Brachythecium Moss,Least concern,40
Great Smoky Mountains,Brachythecium oxycladon,Nonvascular Plant,Brachythecium Moss,Least concern,63
Great Smoky Mountains,Brachythecium plumosum,Nonvascular Plant,Brachythecium Moss,Least concern,92
Great Smoky Mountains,Brachythecium rivulare,Nonvascular Plant,Brachythecium Moss,Least concern,67
Great Smoky Mountains,Brachythecium rutabulum,Nonvascular Plant,Brachythecium Moss,Least concern,57
Great Smoky Mountains,Brachythecium salebrosum,Nonvascular Plant,Brachythecium Moss,Least concern,92
Great Smoky Mountains,Branta bernicla,Bird,Brant,Least concern,150
Great Smoky Mountains,Branta canadensis,Bird,Canada Goose,Least concern,110
Great Smoky Mountains,Branta hutchinsii,Bird,Cackling Goose,Least concern,139
Great Smoky Mountains,Brasenia schreberi,Vascular Plant,Schreber's Watershield,Least concern,19
Great Smoky Mountains,Brassica juncea,Vascular Plant,India Mustard,Least concern,62
Great Smoky Mountains,Brassica kaber,Vascular Plant,Canola,Least concern,116
Great Smoky Mountains,Brassica napus,Vascular Plant,Rape,Least concern,83
Great Smoky Mountains,Brassica nigra,Vascular Plant,Black Mustard,Least concern,83
Great Smoky Mountains,Brassica rapa,Vascular Plant,Bird's Rape,Least concern,180
Great Smoky Mountains,Brickellia californica,Vascular Plant,California Brickellbush,Least concern,80
Great Smoky Mountains,Brickellia eupatorioides var. eupatorioides,Vascular Plant,False Boneset,Least concern,88
Great Smoky Mountains,Brickellia grandiflora,Vascular Plant,Mountain Brickellbush,Least concern,63
Great Smoky Mountains,Briza minor,Vascular Plant,Little Quakinggrass,Least concern,71
Great Smoky Mountains,Brodiaea elegans ssp. elegans,Vascular Plant,Harvest Brodiaea,Least concern,56
Great Smoky Mountains,Bromus anomalus,Vascular Plant,Nodding Brome,Least concern,77
Great Smoky Mountains,Bromus arenarius,Vascular Plant,Australian Brome,Least concern,64
Great Smoky Mountains,Bromus carinatus,Vascular Plant,California Brome,Least concern,51
Great Smoky Mountains,Bromus catharticus,Vascular Plant,Rescue Brome,Least concern,72
Great Smoky Mountains,Bromus ciliatus,Vascular Plant,Fringed Brome,Least concern,72
Great Smoky Mountains,Bromus commutatus,Vascular Plant,Common Brome Grass,Least concern,66
Great Smoky Mountains,Bromus diandrus,Vascular Plant,Ripgut Brome,Least concern,52
Great Smoky Mountains,Bromus grandis,Vascular Plant,Tall Brome,Least concern,111
Great Smoky Mountains,Bromus hordeaceus,Vascular Plant,Soft Brome,Least concern,83
Great Smoky Mountains,Bromus hordeaceus ssp. hordeaceus,Vascular Plant,Soft Brome,Least concern,94
Great Smoky Mountains,Bromus inermis,Vascular Plant,Awnless Brome,Least concern,86
Great Smoky Mountains,Bromus inermis ssp. inermis,Vascular Plant,Smooth Brome,Least concern,73
Great Smoky Mountains,Bromus inermis var. inermis,Vascular Plant,Smooth Brome,Least concern,85
Great Smoky Mountains,Bromus inermis var. pumpellianus,Vascular Plant,Pumpelly's Brome,Least concern,43
Great Smoky Mountains,Bromus japonicus,Vascular Plant,Japanese Brome,Least concern,178
Great Smoky Mountains,Bromus kalmii,Vascular Plant,Hairy Wood Brome Grass,Least concern,60
Great Smoky Mountains,Bromus laevipes,Vascular Plant,Chinook Brome,Least concern,56
Great Smoky Mountains,Bromus latiglumis,Vascular Plant,Earlyleaf Brome,Least concern,97
Great Smoky Mountains,Bromus orcuttianus,Vascular Plant,Orcutt Brome,Least concern,74
Great Smoky Mountains,Bromus pubescens,Vascular Plant,Native Brome Grass,Least concern,91
Great Smoky Mountains,Bromus racemosus,Vascular Plant,Brome Grass,Least concern,66
Great Smoky Mountains,Bromus secalinus,Vascular Plant,Cheat Grass,Least concern,157
Great Smoky Mountains,Bromus sterilis,Vascular Plant,Barren Bromegrass,Least concern,67
Great Smoky Mountains,Bromus suksdorfii,Vascular Plant,Suksdorf's Brome,Least concern,53
Great Smoky Mountains,Bromus tectorum,Vascular Plant,Bromegrass,Least concern,91
Great Smoky Mountains,Bromus vulgaris,Vascular Plant,Columbia Brome,Least concern,86
Great Smoky Mountains,Brothera leana,Nonvascular Plant,Brothera Moss,Least concern,91
Great Smoky Mountains,Brotherella recurvans,Nonvascular Plant,Recurved Brotherella Moss,Least concern,84
Great Smoky Mountains,Broussonetia papyrifera,Vascular Plant,Paper Mulberry,Least concern,67
Great Smoky Mountains,Bryhnia graminicolor,Nonvascular Plant,Bryhnia Moss,Least concern,73
Great Smoky Mountains,Bryhnia novae-angliae,Nonvascular Plant,New England Bryhnia Moss,Least concern,76
Great Smoky Mountains,Bryoandersonia illecebra,Nonvascular Plant,Bryoandersonia Moss,Least concern,65
Great Smoky Mountains,Bryohaplocladium microphyllum,Nonvascular Plant,Bryohaplocladium Moss,Least concern,74
Great Smoky Mountains,Bryohaplocladium virginianum,Nonvascular Plant,Virginia Bryohaplocladium Moss,Least concern,83
Great Smoky Mountains,Bryum argenteum,Nonvascular Plant,Silvergreen Bryum Moss,Least concern,86
Great Smoky Mountains,Bryum capillare,Nonvascular Plant,Bryum Moss,Least concern,107
Great Smoky Mountains,Bryum dichotomum,Nonvascular Plant,Bryum Moss,Least concern,115
Great Smoky Mountains,Bryum gemmiparum,Nonvascular Plant,Bryum Moss,Least concern,44
Great Smoky Mountains,Bryum lisae,Nonvascular Plant,Bryum Moss,Least concern,72
Great Smoky Mountains,Bryum lisae var. cuspidatum,Nonvascular Plant,Bryum Moss,Least concern,72
Great Smoky Mountains,Bryum pallens,Nonvascular Plant,Bryum Moss,Least concern,59
Great Smoky Mountains,Bryum pseudotriquetrum,Nonvascular Plant,Common Green Bryum Moss,Least concern,84
Great Smoky Mountains,Bubo scandiacus,Bird,Snowy Owl,Least concern,114
Great Smoky Mountains,Bubo virginianus,Bird,Great Horned Owl,Least concern,79
Great Smoky Mountains,Bubulcus ibis,Bird,Cattle Egret,Least concern,49
Great Smoky Mountains,Bucephala albeola,Bird,Bufflehead,Least concern,84
Great Smoky Mountains,Bucephala clangula,Bird,Common Goldeneye,Least concern,53
Great Smoky Mountains,Bucephala islandica,Bird,Barrow's Goldeneye,Least concern,66
Great Smoky Mountains,Buchnera americana,Vascular Plant,American Bluehearts,Least concern,94
Great Smoky Mountains,Buckleya distichophylla,Vascular Plant,Piratebush,Species of Concern,64
Great Smoky Mountains,Buddleja davidii,Vascular Plant,Orange Eye Butterflybush,Least concern,23
Great Smoky Mountains,Bufo americanus americanus,Amphibian,Eastern American Toad,Least concern,59
Great Smoky Mountains,Bufo fowleri,Amphibian,Fowler's Toad,Least concern,76
Great Smoky Mountains,Bufo woodhousii,Amphibian,Woodhouse's Toad,Least concern,53
Great Smoky Mountains,Buglossoides arvensis,Vascular Plant,Corn Gromwell,Least concern,79
Great Smoky Mountains,Bulbostylis capillaris,Vascular Plant,Bulbostylis,Least concern,157
Great Smoky Mountains,Bupleurum americanum,Vascular Plant,American Thorow Wax,Least concern,83
Great Smoky Mountains,Bupleurum rotundifolium,Vascular Plant,Hare's Ear,Least concern,65
Great Smoky Mountains,Buteo jamaicensis,Bird,Red-Tailed Hawk,Least concern,106
Great Smoky Mountains,Buteo lagopus,Bird,Rough-Legged Hawk,Species of Concern,69
Great Smoky Mountains,Buteo lineatus,Bird,Red-Shouldered Hawk,Species of Concern,31
Great Smoky Mountains,Buteo platypterus,Bird,Broad-Winged Hawk,Least concern,107
Great Smoky Mountains,Buteo regalis,Bird,Ferruginous Hawk,Least concern,80
Great Smoky Mountains,Buteo swainsoni,Bird,Swainson's Hawk,Least concern,59
Great Smoky Mountains,Butorides virescens,Bird,Green-Backed Heron,Least concern,183
Great Smoky Mountains,Buxbaumia aphylla,Nonvascular Plant,Bug-On-A-Stick,Least concern,83
Great Smoky Mountains,Buxus sempervirens,Vascular Plant,Boxwood,Least concern,65
Great Smoky Mountains,Cacalia atriplicifolia,Vascular Plant,Pale Indian-Plantain,Least concern,113
Great Smoky Mountains,Cacalia muhlenbergii,Vascular Plant,Great Indian-Plantain,Least concern,115
Great Smoky Mountains,Calamagrostis breweri,Vascular Plant,Shorthair Reedgrass,Least concern,57
Great Smoky Mountains,Calamagrostis cainii,Vascular Plant,Cain's Reed-Bent Grass,Species of Concern,49
Great Smoky Mountains,Calamagrostis canadensis,Vascular Plant,Bluejoint,Least concern,184
Great Smoky Mountains,Calamagrostis cinnoides,Vascular Plant,Nuttall's Small-Reedgrass,Least concern,61
Great Smoky Mountains,Calamagrostis coarctata,Vascular Plant,Arctic Reedgrass,Least concern,98
Great Smoky Mountains,Calamagrostis purpurascens,Vascular Plant,Purple Reedgrass,Least concern,85
Great Smoky Mountains,Calamagrostis rubescens,Vascular Plant,Pinegrass,Least concern,71
Great Smoky Mountains,Calamagrostis stricta,Vascular Plant,Narrowspike Reedgrass,Least concern,65
Great Smoky Mountains,Calamagrostis stricta ssp. inexpansa,Vascular Plant,Northern Reedgrass,Least concern,64
Great Smoky Mountains,Calamintha nepeta,Vascular Plant,Lesser Calamint,Least concern,90
Great Smoky Mountains,Calamospiza melanocorys,Bird,Lark Bunting,Least concern,44
Great Smoky Mountains,Calandrinia ciliata,Vascular Plant,Desert Rockpurslane,Least concern,106
Great Smoky Mountains,Calcarius lapponicus,Bird,Lapland Longspur,Least concern,104
Great Smoky Mountains,Calcarius mccownii,Bird,Mccown's Longspur,Species of Concern,51
Great Smoky Mountains,Calcarius ornatus,Bird,Chestnut-Collared Longspur,Least concern,85
Great Smoky Mountains,Calidris alba,Bird,Sanderling,Least concern,77
Great Smoky Mountains,Calidris alpina,Bird,Dunlin,Least concern,56
Great Smoky Mountains,Calidris bairdii,Bird,Baird's Sandpiper,Least concern,59
Great Smoky Mountains,Calidris canutus,Bird,Red Knot,Least concern,105
Great Smoky Mountains,Calidris fuscicollis,Bird,White-Rumped Sandpiper,Least concern,67
Great Smoky Mountains,Calidris himantopus,Bird,Stilt Sandpiper,Least concern,80
Great Smoky Mountains,Calidris mauri,Bird,Western Sandpiper,Least concern,96
Great Smoky Mountains,Calidris melanotos,Bird,Pectoral Sandpiper,Least concern,71
Great Smoky Mountains,Calidris minutilla,Bird,Least Sandpiper,Least concern,91
Great Smoky Mountains,Calidris pusilla,Bird,Semipalmated Sandpiper,Least concern,58
Great Smoky Mountains,Callicarpa americana,Vascular Plant,Beauty-Berry,Least concern,44
Great Smoky Mountains,Callicladium haldanianum,Nonvascular Plant,Callicladium Moss,Least concern,89
Great Smoky Mountains,Callipepla californica,Bird,California Quail,Least concern,63
Great Smoky Mountains,Callitriche hermaphroditica,Vascular Plant,Autumn Waterstarwort,Least concern,58
Great Smoky Mountains,Callitriche heterophylla,Vascular Plant,Larger Water-Starwort,Least concern,139
Great Smoky Mountains,Callitriche heterophylla var. bolanderi,Vascular Plant,Bolander's Water-Starwort,Least concern,124
Great Smoky Mountains,Callitriche marginata,Vascular Plant,Winged Water-Starwort,Species of Concern,85
Great Smoky Mountains,Callitriche palustris,Vascular Plant,Spiny Waterstarwort,Least concern,85
Great Smoky Mountains,Callitriche terrestris,Vascular Plant,Water Star-Wort,Least concern,99
Great Smoky Mountains,Callospermophilus lateralis,Mammal,Golden-Mantled Ground Squirrel,Least concern,84
Great Smoky Mountains,Calocedrus decurrens,Vascular Plant,Incense Cedar,Least concern,60
Great Smoky Mountains,Calochortus albus,Vascular Plant,White Fairy-Lantern,Least concern,59
Great Smoky Mountains,Calochortus eurycarpus,Vascular Plant,Bigpod Mariposa Lily,Least concern,78
Great Smoky Mountains,Calochortus invenustus,Vascular Plant,Plain Mariposa Lily,Least concern,70
Great Smoky Mountains,Calochortus leichtlinii,Vascular Plant,Leichtlin's Mariposa Lily,Least concern,67
Great Smoky Mountains,Calochortus luteus,Vascular Plant,Yellow Mariposa Lily,Least concern,25
Great Smoky Mountains,Calochortus minimus,Vascular Plant,Sierra Mariposa Lily,Least concern,40
Great Smoky Mountains,Calochortus nudus,Vascular Plant,Naked Mariposa Lily,Least concern,93
Great Smoky Mountains,Calochortus superbus,Vascular Plant,Yellow Mariposa,Least concern,68
Great Smoky Mountains,Calochortus venustus,Vascular Plant,Butterfly Mariposa Lily,Least concern,41
Great Smoky Mountains,Calochortus vestae,Vascular Plant,Coast Range Mariposa Lily,Least concern,103
Great Smoky Mountains,Calopogon tuberosus var. tuberosus,Vascular Plant,Tuberous Grasspink,Least concern,64
Great Smoky Mountains,Caltha leptosepala,Vascular Plant,Elkslip Marshmarigold,Least concern,50
Great Smoky Mountains,Calycadenia mollis,Vascular Plant,Soft Western Rosinweed,Least concern,55
Great Smoky Mountains,Calycadenia oppositifolia,Vascular Plant,Butte County Western Rosinweed,Least concern,97
Great Smoky Mountains,Calycanthus floridus,Vascular Plant,Carolina-Allspice,Least concern,92
Great Smoky Mountains,Calycanthus floridus var. floridus,Vascular Plant,Eastern Sweetshrub,Least concern,66
Great Smoky Mountains,Calycanthus floridus var. glaucus,Vascular Plant,Sweetshrub,Least concern,57
Great Smoky Mountains,Calycanthus occidentalis,Vascular Plant,California Spicebush,Least concern,70
Great Smoky Mountains,Calypogeja muelleriana,Nonvascular Plant,Mªller's Calypogeja,Least concern,87
Great Smoky Mountains,Calypogeja muelleriana ssp. blomquistii,Nonvascular Plant,Blomquist's Calypogeja,Least concern,71
Great Smoky Mountains,Calypogeja neesiana,Nonvascular Plant,Nees' Calypogeja,Least concern,75
Great Smoky Mountains,Calypogeja peruviana,Nonvascular Plant,Peruvian Calypogeja,Least concern,64
Great Smoky Mountains,Calypogeja sphagnicola,Nonvascular Plant,Sphagnum Calypogeja,Least concern,101
Great Smoky Mountains,Calypogeja sullivantii,Nonvascular Plant,Sullivant's Calypogeja,Least concern,41
Great Smoky Mountains,Calypso bulbosa,Vascular Plant,Fairy Slipper,Least concern,82
